"","sample.ag..10000..replace...T.","sample.conta..10000..replace...T.","cdlc","valor"
"294","02","233",50,30.4877533154879
"295","01","175",54,62.404534539983
"296","02","230",57,41.0524926682283
"297","02","186",58,45.6336931944979
"298","02","204",50,91.6873603926662
"299","02","178",57,42.4923260779253
"300","01","208",49,45.928198233582
"301","02","236",59,28.5819782343213
"302","02","186",50,43.319717922211
"303","01","191",48,39.4356388568532
"304","01","174",49,32.2052740455784
"305","01","201",56,30.6768127805204
"306","01","174",53,66.2792926357555
"307","02","200",46,30.4831269880628
"308","01","183",57,58.8064336937326
"309","02","202",48,35.3632549078319
"310","01","190",46,58.0644397716071
"311","02","207",60,62.2043555521654
"312","01","171",50,22.0064164497471
"313","01","156",48,71.062854441087
"314","01","184",48,19.796354734419
"315","02","192",60,73.6878913920117
"316","02","188",45,56.9819880688617
"317","01","194",59,49.7483892172699
"318","01","224",45,32.7407365786437
"319","01","148",49,57.8158872540775
"320","02","234",49,67.4161073996355
"321","01","193",45,26.6759448492013
"322","01","188",54,45.473751673192
"323","01","200",56,33.3948654663167
"324","01","163",51,46.976297952567
"325","01","225",49,46.274509667523
"326","02","204",59,39.8341977666275
"327","01","164",46,59.0923023785562
"328","01","174",46,49.1339090948924
"329","02","185",60,56.737709058393
"330","01","151",55,49.075391741111
"331","01","206",49,63.3146834411933
"332","02","167",50,27.4722316110523
"333","01","217",47,57.9920261331413
"334","02","162",47,68.4630026563339
"335","01","210",57,31.4097635882929
"336","02","202",52,73.3950917315581
"337","02","217",57,74.0444540698735
"338","02","191",49,36.7522481786218
"339","01","218",51,24.1433739753443
"340","01","191",54,38.793573180556
"341","01","238",53,26.8402597918276
"342","02","180",48,45.1760332515469
"343","02","146",59,46.265748172662
"344","01","200",46,21.5008666902063
"345","02","206",53,41.7029423871183
"346","01","143",58,40.7006620890563
"347","02","200",60,72.1639378147471
"348","02","194",48,50.3884282934006
"349","02","233",52,41.7654802684401
"350","02","192",54,39.8980588341218
"351","02","163",48,43.9123272041085
"352","01","217",56,64.3532885308409
"353","02","182",57,58.9955156734994
"354","02","234",46,52.4647632925688
"355","01","180",57,78.8827630649364
"356","02","232",46,45.7303480053101
"357","02","180",60,42.3804883886435
"358","01","240",45,61.93109079415
"359","01","164",50,54.3091431255654
"360","02","167",55,74.6192904020125
"361","01","160",58,60.5953515478543
"362","01","176",53,68.8280068479186
"363","02","144",48,66.6299157474713
"364","01","150",55,65.4009432976415
"365","01","182",56,38.52612020445
"366","02","190",54,65.9770352264851
"367","01","145",52,24.4161339166837
"368","02","232",55,23.5357273714388
"369","01","143",57,51.9099289996087
"370","01","182",59,34.8353518843366
"371","02","178",47,43.9295879051728
"372","01","160",49,48.7042352840976
"373","01","193",49,66.2493418465646
"374","01","154",50,10.6728138843971
"375","02","201",49,47.7892098920973
"376","02","218",58,38.4191344572101
"377","01","181",58,24.3828293830987
"378","01","223",59,54.2545949574142
"379","01","167",49,57.1316974461671
"380","01","234",50,69.6046096498749
"381","01","232",59,42.8995624661382
"382","02","185",50,39.9018700496955
"383","02","238",47,30.5265899099448
"384","02","157",58,43.9820529133421
"385","02","226",52,52.6852268497536
"386","02","154",49,41.8191218742531
"387","02","154",60,55.5087103728466
"388","01","193",46,50.8884115862361
"389","02","164",55,23.4464226945681
"390","02","153",55,55.4298651241709
"391","01","144",58,39.4169132498817
"392","01","206",48,68.6914712955493
"393","02","142",60,65.9530759216318
"394","02","200",56,52.1210468587984
"395","01","234",47,61.4071518433462
"396","01","192",52,43.8836135896609
"397","01","144",55,55.3400497651261
"398","01","195",53,44.7741346036739
"399","02","235",56,47.209625962897
"400","01","221",57,55.9752001840843
"401","02","155",58,60.3383676839312
"402","02","148",49,57.117540577281
"403","02","164",57,24.0837907555749
"404","02","237",55,52.7398377091063
"405","02","191",46,57.6823237662528
"406","02","198",51,32.0305982258423
"407","02","174",51,40.8672337866823
"408","02","160",54,61.6691594947082
"409","02","232",48,25.9839324616406
"410","01","229",55,62.72479333235
"411","02","221",49,76.9558268053908
"412","02","166",45,56.3036092359623
"413","01","197",45,36.5296178810552
"414","02","165",50,61.1786505729433
"415","01","213",59,63.9269600218009
"416","02","173",45,42.312833660823
"417","01","218",50,67.7920542086959
"418","02","203",47,55.529487168147
"419","01","227",49,62.3984306702488
"420","02","192",56,92.4457471795765
"421","02","216",54,26.4422059957825
"422","02","168",56,34.5184432743762
"423","02","152",59,44.2374044402133
"424","01","236",60,34.1372928472832
"425","01","184",49,44.8635068531013
"426","02","163",46,76.0411569922086
"427","02","204",56,17.1685518051365
"428","02","147",57,48.8730970271388
"429","02","192",46,73.1930891606956
"430","01","144",51,13.7492937628744
"431","01","225",54,43.4203006324153
"432","02","200",59,70.2038166044328
"433","01","212",56,34.8645861010442
"434","02","189",59,47.3931728769835
"435","02","182",52,33.631530201653
"436","01","190",47,71.258895106487
"437","01","186",56,67.6852285030748
"438","01","173",50,51.1265164957947
"439","01","236",54,62.5903314776086
"440","01","179",47,40.3224063475272
"441","01","173",58,53.6296803657031
"442","02","208",47,22.0064820302745
"443","02","180",47,42.4108583876628
"444","02","191",50,53.7353788889819
"445","02","227",56,49.6728806566225
"446","02","227",46,36.7746434578039
"447","02","148",55,36.0576572162798
"448","01","234",58,31.5915727947416
"449","02","229",54,32.0302622104499
"450","01","182",52,66.6867641278632
"451","02","162",54,18.9732149648451
"452","02","220",47,36.0513597880803
"453","02","189",55,62.4046541847894
"454","02","214",57,52.2486810183772
"455","02","175",50,67.0324488438203
"456","01","164",56,50.3079747710599
"457","01","235",55,73.2246400360416
"458","01","208",51,51.7927105838707
"459","01","178",54,66.8193449840061
"460","01","146",53,44.3160756756419
"461","01","234",55,42.5332147829735
"462","02","155",56,51.6348185262246
"463","01","222",52,50.2646446614161
"464","02","159",48,45.4676357876757
"465","02","161",46,40.4051496827153
"466","01","221",60,40.9059422813026
"467","01","191",49,55.0060371118556
"468","02","230",60,43.3606300525584
"469","01","173",53,71.6459188557539
"470","01","160",49,41.002211637944
"471","01","192",53,64.4715410714973
"472","01","148",59,48.4589976043652
"473","01","197",58,49.3408443369388
"474","02","232",54,40.7035100898561
"475","01","142",57,49.7612451519834
"476","01","226",54,49.3647606261
"477","01","192",52,69.1324946566166
"478","02","188",53,78.0849495013423
"479","02","169",48,25.2667428455003
"480","01","201",52,62.6338853574119
"481","01","208",50,41.704022828743
"482","01","208",52,52.9479554005013
"483","01","168",55,34.0743774928199
"484","01","217",58,53.1068422619239
"485","02","207",58,63.0966709524274
"486","02","196",51,57.903142489578
"487","02","220",53,72.5283849927876
"488","01","206",51,57.7983302285941
"489","01","169",46,33.531187716513
"490","02","189",54,51.3250776593287
"491","01","235",53,50.4288016614878
"492","02","185",45,39.3513239192477
"493","01","222",50,32.7354678848924
"494","02","194",47,67.3614701456211
"495","02","163",58,32.1592739236613
"496","01","237",53,65.8346108977462
"497","02","202",54,80.839518236724
"498","02","166",60,44.7456899558722
"499","02","212",49,43.3172263746981
"500","01","215",54,73.1228150049764
"501","01","235",48,59.5137192414493
"502","02","212",57,45.4075258033276
"503","01","181",53,62.1708111213199
"504","02","145",59,19.9374827277211
"505","01","196",59,58.8730032230655
"506","01","204",53,50.5825045483585
"507","02","203",54,21.8353560991287
"508","02","218",60,51.0882408435708
"509","01","230",51,48.6249362385394
"510","01","162",56,40.4861346992725
"511","02","203",52,63.9175421602942
"512","02","218",53,54.5142621502166
"513","01","141",60,42.8973866977799
"514","01","164",45,45.3173668010582
"515","01","208",52,40.8562485611859
"516","01","165",51,53.8428871492148
"517","02","225",45,52.9431416335681
"518","01","201",60,47.0068451256723
"519","01","168",59,57.1442823754626
"520","01","144",55,27.4348624315675
"521","02","155",59,56.3752564013003
"522","01","228",48,45.2588509499577
"523","01","176",47,44.2421029552927
"524","02","173",54,44.5504892056679
"525","02","202",60,47.1846025159377
"526","01","193",52,64.4391049149777
"527","02","219",52,52.4691337855965
"528","02","191",56,64.8940601473149
"529","01","213",55,45.0193976473354
"530","02","174",54,24.6004439695146
"531","01","149",50,55.2102597730296
"532","01","184",55,23.795533259669
"533","02","178",53,56.2252701135363
"534","01","220",48,78.8736164284003
"535","02","216",60,46.2377311906352
"536","02","233",52,53.8666191820576
"537","01","225",47,60.2642467268043
"538","02","186",49,71.0866440171887
"539","02","143",49,60.3793804792057
"540","02","148",55,61.249041635715
"541","02","205",56,27.6880676424627
"542","02","222",53,50.5542698639023
"543","01","164",58,33.6259472078727
"544","01","156",54,49.0001770576781
"545","02","163",54,21.923155457507
"546","02","143",58,38.0095560641657
"547","02","238",50,31.047837948295
"548","02","157",56,60.4634852115843
"549","01","141",45,51.913401607215
"550","02","147",58,20.3929255753782
"551","01","142",59,41.1858471018985
"552","02","141",56,37.452203512757
"553","02","181",59,55.9717091986831
"554","02","145",57,55.0926997966004
"555","01","144",45,81.3814535612209
"556","01","169",55,67.4011064061447
"557","01","176",51,37.8369967888659
"558","01","169",48,23.1779359919338
"559","02","231",47,47.7385280370645
"560","01","177",52,29.0377518105477
"561","02","169",49,37.9675089829027
"562","02","174",58,57.0318229389016
"563","02","229",51,42.8494013692179
"564","01","232",50,35.4682702037679
"565","01","175",50,60.9779163363037
"566","02","215",45,42.0560553677577
"567","02","190",58,79.8943811743274
"568","01","234",60,60.5921220735231
"569","02","185",60,54.1832087356309
"570","01","146",54,38.5065359317447
"571","02","235",58,50.3890548092493
"572","02","165",48,73.3964345592483
"573","02","183",50,56.9667879613689
"574","02","163",51,43.0793000439005
"575","02","182",49,68.0523699782816
"576","01","145",56,35.9249274227977
"577","01","205",56,63.547613301254
"578","01","221",45,82.7910024849979
"579","01","200",52,43.9949362315457
"580","01","197",55,50.8830344484453
"581","02","240",58,33.3550567075871
"582","01","160",54,34.9402469039315
"583","02","147",59,53.4839679823511
"584","01","183",60,58.4687951703477
"585","02","195",50,44.4907728328978
"586","02","144",55,67.1971520090137
"587","01","165",49,79.2227082815279
"588","02","176",47,48.3432529550901
"589","01","199",55,24.1873035478217
"590","02","183",56,73.6380371889702
"591","02","145",54,55.2417783051585
"592","02","222",45,36.468767484017
"593","01","234",50,71.4817346867494
"594","01","207",45,45.1336102185849
"595","02","229",50,72.3473404744983
"596","02","222",46,65.9942017913726
"597","01","169",57,77.0547307535141
"598","01","196",54,84.9383707648
"599","02","170",56,46.6975407056101
"600","01","194",60,61.3107875478834
"601","01","176",49,49.7422660932426
"602","02","144",48,53.1815840413084
"603","01","169",51,45.7990144821145
"604","01","214",49,48.9801944507873
"605","01","201",57,25.4240642286882
"606","01","202",47,54.0286657281255
"607","01","141",53,83.7181921749931
"608","02","185",52,47.9146193179838
"609","02","186",57,69.1602676550976
"610","01","153",55,28.763175405652
"611","01","166",51,58.4395019395242
"612","02","180",46,54.1932791181854
"613","01","142",45,36.0303877867106
"614","01","237",52,31.518427600095
"615","01","177",60,75.5517783008565
"616","02","214",50,65.9861991668609
"617","01","180",56,67.5131521170384
"618","01","148",59,32.880596958029
"619","01","163",47,51.278817485929
"620","02","204",58,33.0594711124935
"621","01","157",47,58.2895556454568
"622","02","143",50,27.9529316131152
"623","02","186",56,45.1629947727868
"624","02","203",54,33.9679461998197
"625","02","159",55,30.9499317668438
"626","01","161",55,29.1657111864405
"627","01","190",53,25.3383144440214
"628","02","164",45,17.4820592374476
"629","02","168",56,68.8648934863073
"630","01","151",48,54.8468388855404
"631","01","240",51,51.9666997811979
"632","02","208",50,29.8801898312393
"633","01","187",53,61.086082249616
"634","02","184",46,60.3105720563371
"635","01","143",55,56.3963049548657
"636","01","202",48,36.7795680506481
"637","02","150",53,65.7263218980644
"638","01","163",56,70.4451524487062
"639","01","156",54,29.2554399637655
"640","01","174",54,32.9192255416811
"641","02","174",46,36.9015471285205
"642","01","231",52,31.6784318418707
"643","01","156",51,40.7121369408288
"644","02","221",51,55.4821767497242
"645","01","147",60,65.2850858217018
"646","01","144",48,34.7542852649265
"647","01","191",57,52.1616301965137
"648","01","235",49,33.1164764917679
"649","01","197",51,21.4370211108642
"650","02","200",53,48.8561839369293
"651","02","149",57,49.8957646258992
"652","01","161",55,39.5909197608399
"653","01","166",45,70.9305056773502
"654","02","159",59,69.1903406155943
"655","01","181",51,81.735695729102
"656","02","237",50,64.3591704543131
"657","02","206",54,66.5855515029793
"658","02","181",59,24.5206102974207
"659","02","205",53,82.0271634341035
"660","01","232",59,42.1140155167331
"661","01","167",60,66.4619362141484
"662","02","206",47,57.1279771083616
"663","01","217",48,47.7705460683443
"664","01","194",46,42.4263936417257
"665","01","204",47,70.5638483113478
"666","01","203",53,68.6468598157346
"667","02","215",55,36.937392014612
"668","01","152",52,42.4661553812795
"669","01","229",54,61.0036776776332
"670","02","187",53,48.0239005573707
"671","01","156",57,63.2559428207981
"672","02","214",51,34.2822321090354
"673","01","195",50,53.9147140714644
"674","01","230",45,49.7904609761557
"675","01","195",58,70.8895296167167
"676","02","193",60,75.0861607926884
"677","01","221",52,60.314903805846
"678","02","149",45,50.739730994969
"679","01","205",55,45.1999410891035
"680","01","167",46,87.3824968076191
"681","01","209",52,66.8828436905528
"682","01","191",50,11.7347408639379
"683","02","170",50,29.8940882926947
"684","01","197",46,54.8741213180467
"685","01","162",45,52.7490499213418
"686","02","159",57,57.4473357003809
"687","02","196",56,36.5142565124164
"688","01","180",57,51.6080409727822
"689","02","177",48,42.8093182642205
"690","01","194",58,45.0556167479428
"691","02","197",47,36.1659896388228
"692","02","211",48,62.6173829149909
"693","02","190",55,42.8233902769341
"694","01","215",49,54.616574303293
"695","02","237",59,54.2564148558776
"696","02","144",60,38.8699476441485
"697","02","168",46,51.3684359101115
"698","02","165",49,61.7119515507522
"699","01","202",47,33.3840383684942
"700","02","219",49,34.0216257242118
"701","01","220",54,33.9626556196038
"702","02","181",45,74.4752343598442
"703","01","147",60,98.0783764686879
"704","01","186",58,60.2975251227069
"705","01","143",49,46.9178770808935
"706","02","210",60,79.3135793355054
"707","01","181",49,31.8947666967148
"708","01","232",60,59.1858416417648
"709","01","177",47,48.074378416429
"710","01","203",48,19.2849800154053
"711","01","195",49,59.3430510735254
"712","02","163",60,48.4023539359481
"713","02","164",51,64.256785312691
"714","01","240",56,48.4269352910669
"715","02","144",60,52.2678843454015
"716","02","151",50,62.355580528498
"717","01","198",51,57.1339124254198
"718","01","210",49,33.8133103637225
"719","01","197",54,35.9547101607769
"720","02","190",45,61.6539291018744
"721","01","149",51,26.2012031198448
"722","02","184",58,56.2350670701324
"723","01","215",56,27.5750842083809
"724","02","179",53,45.0287326055006
"725","01","164",47,18.9547539403468
"726","02","180",49,46.7767716516611
"727","01","169",48,46.3345068937599
"728","01","175",58,12.5110834054195
"729","02","214",45,73.0417000057317
"730","01","165",52,57.4700603758237
"731","02","185",58,50.7051890773579
"732","01","206",58,55.8071850164477
"733","01","240",45,68.8221256631374
"734","01","193",53,70.5444511034973
"735","01","167",46,45.5874275271371
"736","01","155",48,73.1672338046646
"737","01","207",51,38.2079507052688
"738","02","141",60,47.7211442056186
"739","02","233",59,20.1380779954771
"740","02","207",51,49.7312767396557
"741","01","186",58,50.4699644481773
"742","01","169",55,60.6357267402007
"743","01","206",60,31.3673379673586
"744","02","154",56,68.129437239742
"745","01","195",54,66.5549015763733
"746","01","229",58,64.9690156748486
"747","01","146",53,45.9052145245632
"748","01","158",57,37.2824527896427
"749","01","194",45,75.1860074601364
"750","01","225",48,28.3456931385407
"751","02","200",57,34.7616258539681
"752","02","211",53,12.9313657311094
"753","02","178",59,49.7495201506061
"754","01","227",59,48.8764339363199
"755","01","165",48,48.7017287725769
"756","02","238",53,65.3985884252419
"757","02","166",57,29.8987724556277
"758","02","203",60,52.8057143732172
"759","02","238",57,37.7413698620396
"760","01","194",55,71.278446586258
"761","02","219",58,30.0240384315629
"762","02","238",50,52.6013593684173
"763","01","201",59,43.2942360035385
"764","01","197",51,37.2420342314798
"765","01","183",48,46.2208676723179
"766","01","150",55,47.595279165749
"767","02","153",49,43.4393356422763
"768","02","221",56,51.2777196319949
"769","02","195",52,31.893914325023
"770","02","167",58,55.6429943695942
"771","01","166",45,54.9514727394651
"772","02","209",48,80.9818205766981
"773","02","142",51,59.7384337458631
"774","02","218",58,35.4816685713886
"775","01","188",50,68.8428546962763
"776","01","191",60,59.0695695947888
"777","02","171",46,50.1146903623263
"778","02","206",53,36.4162707161668
"779","02","229",57,48.8635368508925
"780","01","175",45,66.6330502400678
"781","01","225",49,45.0843438041515
"782","01","200",53,57.6652887618544
"783","02","151",54,22.9156619837325
"784","02","232",60,64.4065688901503
"785","01","216",55,27.6645248299109
"786","02","197",55,49.2042860398247
"787","01","181",55,56.1142730643137
"788","01","183",60,59.5640012323046
"789","01","159",49,49.0785524530672
"790","02","194",46,78.5797381292148
"791","02","182",57,42.0519418877419
"792","01","173",50,52.4819370521751
"793","02","148",52,65.0055319266278
"794","01","209",48,44.1578493440483
"795","02","170",59,45.8991293558134
"796","02","155",54,28.4856715234567
"797","02","227",59,44.0970916552369
"798","02","215",56,38.9566523533449
"799","02","222",50,27.8987524974931
"800","01","220",50,74.0667590814344
"801","02","190",57,41.8292884342162
"802","01","185",51,26.1981620885263
"803","01","232",60,62.4993099200463
"804","01","204",46,43.7491628640388
"805","01","223",58,55.4843347551234
"806","01","215",51,37.0467815123323
"807","01","161",54,77.769948461745
"808","02","237",57,41.6158945668917
"809","02","168",48,37.3988623166114
"810","01","179",49,54.1269618227189
"811","01","190",60,51.1309015164742
"812","02","209",46,53.7634568136046
"813","01","157",45,46.4078752197404
"814","01","173",58,21.2080445018868
"815","01","159",59,37.8319687686671
"816","01","149",45,58.0195487698831
"817","02","167",47,57.7841885304685
"818","01","211",56,51.4934517038904
"819","02","211",57,34.8849712552597
"820","01","179",53,36.2873885441398
"821","02","234",47,57.9550938300643
"822","01","196",53,50.0483238335619
"823","02","143",47,73.0564830442038
